"","Date","Longitude","Latitude","Code","station"
"310",2014-05-30 00:00:00,"73.325","-7.775","135869","GPS"
"311",2014-05-30 12:00:00,"73.4","-7.775","135869","GPS"
"312",2014-05-30 12:00:00,"73.4","-7.775","135869","GPS"
"313",2014-05-30 21:00:00,"73.4","-7.725","135869","GPS"
"314",2014-05-31 00:00:00,"73.425","-7.775","135869","GPS"
"315",2014-05-31 00:00:00,"73.425","-7.775","135869","GPS"
"316",2014-05-31 12:00:00,"73.525","-7.85","135869","GPS"
"317",2014-05-31 13:00:00,"73.525","-7.85","135869","GPS"
"318",2014-05-31 18:00:00,"73.5","-7.875","135869","GPS"
"319",2014-06-01 00:00:00,"73.5","-7.8","135869","GPS"
"320",2014-06-01 00:00:00,"73.5","-7.8","135869","GPS"
"321",2014-06-01 12:00:00,"73.6","-7.825","135869","GPS"
"322",2014-06-01 13:00:00,"73.625","-7.825","135869","GPS"
"323",2014-06-01 17:00:00,"73.6","-7.85","135869","GPS"
"324",2014-06-02 00:00:00,"73.525","-7.7","135869","GPS"
"325",2014-06-02 00:00:00,"73.525","-7.7","135869","GPS"
"326",2014-06-02 12:00:00,"73.425","-7.6","135869","GPS"
"327",2014-06-02 13:00:00,"73.425","-7.6","135869","GPS"
"328",2014-06-02 17:00:00,"73.4","-7.6","135869","GPS"
"329",2014-06-03 00:00:00,"73.325","-7.575","135869","GPS"
"330",2014-06-03 00:00:00,"73.325","-7.575","135869","GPS"
"331",2014-06-03 01:00:00,"73.325","-7.575","135869","GPS"
"332",2014-06-03 01:00:00,"73.325","-7.575","135869","GPS"
"333",2014-06-03 12:00:00,"73.125","-7.575","135869","GPS"
"334",2014-06-03 13:00:00,"73.125","-7.575","135869","GPS"
"335",2014-06-04 00:00:00,"73","-7.6","135869","GPS"
"336",2014-06-04 01:00:00,"73","-7.6","135869","GPS"
"337",2014-06-04 01:00:00,"73","-7.6","135869","GPS"
"338",2014-06-04 12:00:00,"72.9","-7.6","135869","GPS"
"339",2014-06-04 13:00:00,"72.9","-7.6","135869","GPS"
"340",2014-06-05 00:00:00,"72.775","-7.625","135869","GPS"
"341",2014-06-05 01:00:00,"72.775","-7.625","135869","GPS"
"342",2014-06-05 06:00:00,"72.7","-7.625","135869","GPS"
"343",2014-06-05 12:00:00,"72.7","-7.6","135869","GPS"
"344",2014-06-05 13:00:00,"72.7","-7.6","135869","GPS"
"345",2014-06-06 00:00:00,"72.775","-7.575","135869","GPS"
"346",2014-06-06 00:00:00,"72.775","-7.575","135869","GPS"
"347",2014-06-06 01:00:00,"72.775","-7.575","135869","GPS"
"348",2014-06-06 12:00:00,"72.625","-7.55","135869","GPS"
"349",2014-06-06 13:00:00,"72.625","-7.55","135869","GPS"
"350",2014-06-07 00:00:00,"72.55","-7.55","135869","GPS"
"351",2014-06-07 01:00:00,"72.55","-7.55","135869","GPS"
"352",2014-06-07 04:00:00,"72.55","-7.525","135869","GPS"
"353",2014-06-07 12:00:00,"72.5","-7.5","135869","GPS"
"354",2014-06-07 13:00:00,"72.5","-7.5","135869","GPS"
"355",2014-06-08 00:00:00,"72.525","-7.425","135869","GPS"
"356",2014-06-08 01:00:00,"72.525","-7.425","135869","GPS"
"357",2014-06-08 02:00:00,"72.525","-7.425","135869","GPS"
"358",2014-06-08 12:00:00,"72.55","-7.45","135869","GPS"
"359",2014-06-08 13:00:00,"72.55","-7.45","135869","GPS"
"360",2014-06-09 00:00:00,"72.625","-7.45","135869","GPS"
"361",2014-06-09 01:00:00,"72.625","-7.45","135869","GPS"
"362",2014-06-09 08:00:00,"72.6","-7.475","135869","GPS"
"363",2014-06-09 12:00:00,"72.575","-7.525","135869","GPS"
"364",2014-06-09 13:00:00,"72.575","-7.525","135869","GPS"
"365",2014-06-10 00:00:00,"72.6","-7.625","135869","GPS"
"366",2014-06-10 00:00:00,"72.6","-7.625","135869","GPS"
"367",2014-06-10 01:00:00,"72.6","-7.625","135869","GPS"
"368",2014-06-10 12:00:00,"72.575","-7.75","135869","GPS"
"369",2014-06-10 13:00:00,"72.575","-7.75","135869","GPS"
"370",2014-06-11 00:00:00,"72.575","-7.8","135869","GPS"
"371",2014-06-11 00:00:00,"72.575","-7.8","135869","GPS"
"372",2014-06-11 01:00:00,"72.575","-7.8","135869","GPS"
"373",2014-06-11 12:00:00,"72.55","-7.85","135869","GPS"
"374",2014-06-11 13:00:00,"72.55","-7.85","135869","GPS"
"375",2014-06-12 00:00:00,"72.55","-7.875","135869","GPS"
"376",2014-06-12 01:00:00,"72.55","-7.875","135869","GPS"
"377",2014-06-12 03:00:00,"72.55","-7.875","135869","GPS"
"378",2014-06-12 12:00:00,"72.55","-7.875","135869","GPS"
"379",2014-06-12 13:00:00,"72.55","-7.875","135869","GPS"
"380",2014-06-13 00:00:00,"72.575","-7.9","135869","GPS"
"381",2014-06-13 00:00:00,"72.575","-7.9","135869","GPS"
"382",2014-06-13 01:00:00,"72.575","-7.9","135869","GPS"
"383",2014-06-13 12:00:00,"72.55","-7.9","135869","GPS"
"384",2014-06-13 13:00:00,"72.55","-7.9","135869","GPS"
"385",2014-06-14 00:00:00,"72.6","-7.9","135869","GPS"
"386",2014-06-14 00:00:00,"72.6","-7.9","135869","GPS"
"387",2014-06-14 01:00:00,"72.6","-7.9","135869","GPS"
"388",2014-06-14 12:00:00,"72.5","-7.85","135869","GPS"
"389",2014-06-14 13:00:00,"72.5","-7.85","135869","GPS"
